day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions
3,2017,11,1,01/11/2017,70.6,64.8,1011.8,7.6,5.5,19,27,75.2,57.2,0.11,0,1,607
2,2017,10,31,31/10/2017,46.1,38.8,1022.1,9.6,9.4,15,20.9,62.1,39.9,0,0,0,696
1,2017,10,30,30/10/2017,20.8,-1.7,1029.2,10,19.8,25.1,35.9,33.1,12,0,0,0,832
7,2017,10,29,29/10/2017,41.8,34.8,1007.6,9.3,10.4,19,22.9,48.9,35.1,0.1,0,0,613
6,2017,10,28,28/10/2017,58.2,56.1,1006.5,4.7,8.4,15,17.1,72,48.9,0.48,0,1,615
5,2017,10,27,27/10/2017,48.8,41.3,1012.4,10,13.2,20,29.9,59,44.1,0.03,0,0,759
4,2017,10,26,26/10/2017,27.1,14.3,1029.8,10,4.2,8.9,0,34,17.1,0,0,0,658
3,2017,10,25,25/10/2017,36.8,15.4,1017.4,10,15.8,22,35.9,53.1,32,0,0,0,648
2,2017,10,24,24/10/2017,57.2,45.8,1019.1,10,7.5,14,20.9,66,46.9,0,0,0,685
1,2017,10,23,23/10/2017,70.8,66.4,1016.2,8.8,5.9,12,0,86,62.1,0,0,0,669
7,2017,10,22,22/10/2017,72.8,68.7,1012.4,9.7,7.4,12,20,81,66.9,0.01,0,0,528
6,2017,10,21,21/10/2017,68,59.3,1010.5,10,13.3,19,26,75.9,57,0,0,0,583
5,2017,10,20,20/10/2017,53.5,49.6,1021,8.1,7.9,11.1,0,61,50,0.01,0,0,823
4,2017,10,19,19/10/2017,67.5,62.9,1023.5,9,5.3,8.9,20,73.9,59,0.01,0,0,766
3,2017,10,18,18/10/2017,68.8,66.2,1015.2,9,5.8,11.1,20,86,64,0,0,0,737
2,2017,10,17,17/10/2017,66.3,58.8,1015.3,9.7,8.2,12,17.4,73,59,0,0,0,736
1,2017,10,16,16/10/2017,40.3,29.9,1003,10,11.4,20,26,52,36,0.01,0,0,641
7,2017,10,15,15/10/2017,52.3,49.6,1010.8,8.4,8.4,15,19.1,64,46,0,0,0,496
6,2017,10,14,14/10/2017,70.6,62.6,1019.3,10,6.7,8.9,13.9,78.1,64.9,0,0,0,567
5,2017,10,13,13/10/2017,74.3,70.7,1017.3,9.8,9.6,15,17.4,80.1,64.9,0,0,0,658
4,2017,10,12,12/10/2017,70.8,68.3,1008.1,7.9,10.9,15.9,21,80.1,64,0.18,0,0,603
3,2017,10,11,11/10/2017,60,57.8,1010.6,5.2,13.9,20,27,64,55,0.01,0,0,628
2,2017,10,10,10/10/2017,47.4,42.3,1016.7,7.8,11.3,18.1,25.1,55.9,44.1,0,0,0,768
1,2017,10,9,09/10/2017,52,47.3,1020.1,10,9.7,15.9,26.1,64.9,45,0,0,0,546
7,2017,10,8,08/10/2017,54.6,46.9,1014.2,10,15,26,29.9,60.1,51.1,0.01,0,0,521
6,2017,10,7,07/10/2017,63.2,59.7,1006.5,7.9,9.7,17.1,19,70,60.1,1.04,0,0,570
5,2017,10,6,06/10/2017,56.4,55,1017,4.1,9.7,21,28,66.2,48,0,0,1,649
4,2017,10,5,05/10/2017,60.6,53.1,1023.9,9.6,5.6,12,18.2,69.1,52,0.1,0,0,657
3,2017,10,4,04/10/2017,73.5,67.3,1015.4,7,6.4,9.9,21.7,84.9,66.9,0,0,0,711
2,2017,10,3,03/10/2017,78.1,72.4,1019.7,5.8,6.1,15,22.9,91,69.1,0,0,1,687
1,2017,10,2,02/10/2017,70.8,58.4,1022.7,10,10.1,13,18.1,79,64,0,0,0,739
7,2017,10,1,01/10/2017,69.7,63.8,1012.8,8.4,10.2,14,25.2,78.1,64,0,0,0,571
6,2017,9,30,30/09/2017,60.7,54.2,1028.6,10,10.4,15.9,22.6,69.1,52,0,0,0,550
5,2017,9,29,29/09/2017,45,38.2,1027.8,10,9.1,12,26.1,54,32,0,0,0,757
4,2017,9,28,28/09/2017,31.8,17.3,1004,10,14,19,27,39,26.1,0,0,0,740
3,2017,9,27,27/09/2017,45.3,42.3,1017.4,7.3,15.3,19,25.1,51.1,33.1,0,0,1,696
2,2017,9,26,26/09/2017,53,44.9,1022.7,10,13.9,19,25.1,57.9,50,0.07,0,0,656
1,2017,9,25,25/09/2017,55.5,45.3,1023.6,10,6.7,11.1,24.3,68,43,0.24,0,0,726
7,2017,9,24,24/09/2017,52.3,39.8,1026,10,12.9,22.9,29.9,62.1,41,0,0,0,587
6,2017,9,23,23/09/2017,41.6,38.5,1015.9,4.5,13.8,19,24.1,44.1,36,0.26,0,0,631
5,2017,9,22,22/09/2017,35.1,31.1,1012.2,8.4,8.1,15,37.4,41,23,0,7.1,0,614
4,2017,9,21,21/09/2017,33.1,15.5,1007,10,18.2,27,38.1,39.9,30,0.23,0,0,535
3,2017,9,20,20/09/2017,32.3,26.5,1029.2,9.7,4.7,11.1,0,45,17.1,0,0,0,583
2,2017,9,19,19/09/2017,51.4,42.7,1023.4,9.8,7.8,17.1,20.9,60.1,35.1,0,0,0,661
1,2017,9,18,18/09/2017,61.9,54.4,1015.5,9.8,4.6,13,0,70,51.1,0,0,0,672
7,2017,9,17,17/09/2017,63.8,56.6,1026.5,10,6.9,9.9,19.1,79,55.9,0,0,0,586
6,2017,9,16,16/09/2017,62.6,57.6,1024.5,9.7,6,12,0,73,48,0,0,0,623
5,2017,9,15,15/09/2017,51.4,37.7,1029.7,10,7.9,13,0,60.1,43,0,0,0,827
4,2017,9,14,14/09/2017,42.3,41.5,1020.5,5,11.4,21,27,48.9,35.1,0.09,0,1,728
3,2017,9,13,13/09/2017,40.6,23.9,1019.2,10,15.7,22,28.9,48,35.1,0,0,0,738
2,2017,9,12,12/09/2017,49.4,43.4,1015.9,6.7,10.7,20,28,63,39.9,0,0,1,680
1,2017,9,11,11/09/2017,66.8,62.9,1020.2,6.3,4.4,8,0,80.1,57,0,0,1,735
7,2017,9,10,10/09/2017,68.2,63.2,1016.8,10,7.2,11.1,15.6,75,60.1,0,0,0,533
6,2017,9,9,09/09/2017,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,0,1,608
5,2017,9,8,08/09/2017,54,50.8,1016,5.4,4.4,12,0,62.1,43,0.48,0,1,740
4,2017,9,7,07/09/2017,39.9,28.6,1014.7,9.7,13.8,21,27,46,34,0.04,0,0,790
3,2017,9,6,06/09/2017,43.7,27.5,1007.6,9.9,12.9,19,22.9,51.1,37,0,0,0,608
2,2017,9,5,05/09/2017,41.2,35.4,1024,8.8,6.6,14,10.4,55,30.9,0.02,0,0,707
1,2017,9,4,04/09/2017,41.8,36.7,1008,8.6,13.8,27,39,48.2,37.4,1.86,0,0,532
7,2017,9,3,03/09/2017,56.4,47.9,1021.7,10,6.6,12,17.4,70,46,0,0,0,518
6,2017,9,2,02/09/2017,65.8,65.6,1017.4,9.2,12.8,15.9,17.4,71.1,61,0,0,0,562
5,2017,9,1,01/09/2017,47.7,37.4,1001.8,10,6,19,23.9,57.2,43,0.04,0,0,681
4,2017,8,31,31/08/2017,39,28.8,1023.3,10,12.7,18.1,24.1,46,27,0,0,0,618
3,2017,8,30,30/08/2017,42.7,35.1,1012.7,9.8,6.4,15,22.9,46.9,37,0.02,0,0,671
2,2017,8,29,29/08/2017,67.5,65.8,1012.2,6.1,5.5,8,19.1,68,66,0,0,1,614
1,2017,8,28,28/08/2017,69.2,63.2,1015.1,9.4,9.9,18.1,21,77,62.1,0.05,0,0,584
7,2017,8,27,27/08/2017,68.6,65.6,1005.8,9.5,12.6,21,24.1,72,64,0,0,0,498
6,2017,8,26,26/08/2017,66.7,66,1018.3,4.7,11.6,15.9,22,72,66,0.04,0,0,570
5,2017,8,25,25/08/2017,51.3,45.8,1009.7,9.3,10.3,15.9,17.4,61,46.9,0.04,0,0,633
4,2017,8,24,24/08/2017,40.9,34.4,1011.4,8.8,18.6,26,38.1,44.1,37.4,0,0,0,631
3,2017,8,23,23/08/2017,36.4,35.9,1023.6,7.6,4,11.1,0,48.9,27,0,0,0,629
2,2017,8,22,22/08/2017,54.6,49.5,1021.1,10,7,8.9,0,69.1,48,0,0,0,684
1,2017,8,21,21/08/2017,61.5,55.8,1017.4,9.3,11.3,15,22.6,70,55.9,0,0,0,627
7,2017,8,20,20/08/2017,45.7,35.3,1023.5,10,5.9,14,18.1,59,34,0,0,0,538
6,2017,8,19,19/08/2017,37.8,20.5,1011.5,10,7.6,21,32.1,42.1,33.1,0.01,0,0,638
5,2017,8,18,18/08/2017,47.8,39.2,1024.7,10,12.1,22,29.9,53.1,41,0,0,0,612
4,2017,8,17,17/08/2017,52.4,50.5,1006.3,5.1,15.2,22.9,31.1,64.9,50,0,0,0,639
3,2017,8,16,16/08/2017,43.2,30.5,1005.5,8.4,17.5,24.1,31.1,57.9,35.1,2.17,0,1,600
2,2017,8,15,15/08/2017,46.5,43.7,996.4,6.2,13.6,21,28,53.1,42.1,0.87,0,1,577
1,2017,8,14,14/08/2017,51.7,41.2,1023.5,10,15.5,24.1,34,61,48,0,0,0,602
7,2017,8,13,13/08/2017,41.8,38.2,1011.1,10,11.7,18.1,24.1,46,39,0,0,0,563
6,2017,8,12,12/08/2017,51.7,45.8,1023.6,9.7,14.1,18.1,28,66,48,2.37,0,0,526
5,2017,8,11,11/08/2017,63.9,63.8,1006.9,3.4,29.6,35.9,46,68,60.1,2.35,0,0,655
4,2017,8,10,10/08/2017,68.2,64.8,1017.1,10,8.6,12,0,75.9,50,0,0,0,650
3,2017,8,9,09/08/2017,63.2,59.2,1011.3,7,9.1,14,21,68,57,0.03,0,0,655
2,2017,8,8,08/08/2017,43.7,34.9,1012.3,9.7,11.1,18.1,25.1,53.1,39.9,0.22,0,0,631
1,2017,8,7,07/08/2017,57.8,55.1,1013.8,2.5,7.1,13,17.1,64,53.1,0,0,1,606
7,2017,8,6,06/08/2017,46.3,45.1,1007,2.5,14.8,20,26,52,41,0.04,0,1,519
6,2017,8,5,05/08/2017,45.6,45.4,1013,3.2,10.6,21,28.9,53.1,26.1,0.17,0,1,573
5,2017,8,4,04/08/2017,60,57.1,1017.6,9.6,5.7,13,0,69.1,55.9,0.04,0,0,758
4,2017,8,3,03/08/2017,62.2,54.3,1020.7,10,9.6,17.1,24.1,68,52,0.04,0,0,713
3,2017,8,2,02/08/2017,57.8,55.7,1015.6,7.1,11.4,20,28,64,37,0.01,0,0,618
2,2017,8,1,01/08/2017,53.8,51.1,1008.6,5.6,11.6,17.1,22,59,51.1,0.05,0,1,705
1,2017,7,31,31/07/2017,55.5,50.3,1023.7,9.9,7.5,11.1,0,64,48,0,0,0,656
7,2017,7,30,30/07/2017,42.3,38.3,1023.1,9.5,8,15,0,48.9,39,0.24,0,0,606
6,2017,7,29,29/07/2017,36.4,32.6,1030.4,8.4,9.5,19,33,48.9,19.9,0,0,1,512
5,2017,7,28,28/07/2017,39.7,35.2,1015.9,9.9,7.2,12,0,44.1,37,0.04,0,0,685
4,2017,7,27,27/07/2017,55.3,47.3,1019.7,10,12.5,18.1,24.1,61,53.1,0.09,0,0,610
3,2017,7,26,26/07/2017,65.8,61.6,1017.5,8.8,8.5,15,24.3,77,60.1,0,0,1,635
2,2017,7,25,25/07/2017,49.4,44,1019.6,7.6,14.9,25.1,31.1,57.9,45,0,0,0,595
1,2017,7,24,24/07/2017,40.6,35.3,1022.1,9.1,7.5,13,0,51.1,30.9,0,0,0,620
7,2017,7,23,23/07/2017,36.7,26.8,1014.3,10,7.5,15,19,42.1,30,0,0,0,554
6,2017,7,22,22/07/2017,38.3,31.9,1020.3,9.9,5.7,8.9,0,44.1,33.1,0,0,0,648
5,2017,7,21,21/07/2017,38.1,35.4,1033.5,9.6,8.3,14,19.1,46.9,26.1,0.01,0,0,733
4,2017,7,20,20/07/2017,45.1,30.4,990,10,19.3,29.9,38.1,51.1,30,0,0,0,774
3,2017,7,19,19/07/2017,52,42.7,1021.9,10,11.2,17.1,22.9,59,46.4,0.01,0,0,747
2,2017,7,18,18/07/2017,59.7,55.3,1031,8.6,8.9,15,21,68,48.9,0,0,0,706
1,2017,7,17,17/07/2017,57,52.8,1017.7,7.2,13.6,19,25.1,61,46.9,0.08,0,0,639
7,2017,7,16,16/07/2017,44.7,42.6,1002.6,4.8,14.7,31.1,39,52,37.9,0.88,0,1,515
6,2017,7,15,15/07/2017,45.1,38.4,1003.8,5.5,14.7,28.9,36.9,53.1,39,1.6,0,1,649
5,2017,7,14,14/07/2017,56.8,46.7,1016.1,9.7,3.1,9.9,15.9,64.9,42.8,0,0,0,707
4,2017,7,13,13/07/2017,48.8,43.9,1018.7,8.4,14.6,24.1,29.9,53.6,43,0.03,0,0,759
3,2017,7,12,12/07/2017,47.8,39.9,1025.3,9.7,10.1,15,20,55.9,42.1,0,0,0,677
2,2017,7,11,11/07/2017,51,35.3,1015.8,9.8,11.8,18.1,29.9,55.9,42.8,0,0,0,638
1,2017,7,10,10/07/2017,56.4,44.3,1027.9,10,11.6,22,26,64.9,51.1,0.03,0,0,667
7,2017,7,9,09/07/2017,41.8,26.6,1014.7,10,15.2,20,28,55.9,36,0.07,0,0,512
6,2017,7,8,08/07/2017,33.2,18.7,1024.3,10,3.1,8,0,41,23,0,0,0,585
5,2017,7,7,07/07/2017,41.8,28.8,1016.4,8.7,18.8,31.1,38.1,50,39,0.13,0,0,674
4,2017,7,6,06/07/2017,64.7,64.5,1014,0.9,15.2,19,25.1,68,62.6,0.11,0,1,611
3,2017,7,5,05/07/2017,64.9,56.7,1014.7,10,4.2,7,0,75,54,0,0,0,706
2,2017,7,4,04/07/2017,52,43.4,1022.3,9.6,7.5,12,18.2,62.1,46,0,0,0,424
1,2017,7,3,03/07/2017,45.1,41.4,1008.2,5.9,11.8,18.1,26,55,37,0.02,0,1,617
7,2017,7,2,02/07/2017,44.7,30.1,1009.4,10,7.6,15,25.1,51.8,42.1,0.01,0,0,537
6,2017,7,1,01/07/2017,53,39.1,1022.7,10,12.3,17.1,20,57.9,48.9,0,0,0,595
5,2017,6,30,30/06/2017,56,52.4,1023.7,8.6,9.9,14,20,66,48.9,0,0,0,747
4,2017,6,29,29/06/2017,62.4,54.8,1017.9,10,7.4,13,15,70,51.1,0,0,0,767
3,2017,6,28,28/06/2017,52.7,51.3,1010.4,3.1,16.5,28.9,40,57.2,48.9,2.15,0,1,730
2,2017,6,27,27/06/2017,51.4,42.3,1032,8.9,11.3,20,27,66,46,0.07,0,0,757
1,2017,6,26,26/06/2017,47.4,35.5,1018.8,10,8.5,14,0,55,37.9,0,0,0,669
7,2017,6,25,25/06/2017,43.2,40.4,1008.1,4.5,8.4,15,21,53.1,39,0,0,1,590
6,2017,6,24,24/06/2017,30.5,9.2,1011.1,10,18.3,28,47,52,26.1,0.01,0,0,753
5,2017,6,23,23/06/2017,38.8,30.9,1022.7,7.9,1.9,12,0,48.2,26.6,0,0,0,793
4,2017,6,22,22/06/2017,46.1,44.8,1022.3,5.7,6.8,18.1,27,51.1,26.1,0.01,0,1,845
3,2017,6,21,21/06/2017,44.5,31.4,1015.5,10,12.1,20,26,50,41,0.03,2,0,744
2,2017,6,20,20/06/2017,43.9,34.2,1028.4,10,8.3,11.1,20.9,52,36,0.49,0,0,813
1,2017,6,19,19/06/2017,45.3,40.9,1017.9,7.9,11.3,22,31.1,59,39.9,0,0,0,819
7,2017,6,18,18/06/2017,46.5,43,1002.5,9.6,6.4,14,0,57.9,43,0.06,0,0,593
6,2017,6,17,17/06/2017,47.1,30.4,1015.7,10,15.9,22,31.1,60.1,42.1,0.01,0,0,654
5,2017,6,16,16/06/2017,57.8,40.1,1017.4,10,4.3,20,26,66,48.9,0,0,0,657
4,2017,6,15,15/06/2017,58.4,43.5,1024.8,10,11,15.9,22,66.9,51.1,0,0,0,771
3,2017,6,14,14/06/2017,44.7,42.2,1011.5,5.3,15.2,20,28,48.9,39.9,0.05,0,0,754
2,2017,6,13,13/06/2017,39.9,32.5,1015.5,10,4.3,9.9,0,45,37,0,0,0,829
1,2017,6,12,12/06/2017,46.9,37.6,1003.6,9.8,13.4,22,28.9,57,37.9,0.13,0,0,804
7,2017,6,11,11/06/2017,54.6,45.2,1025.3,10,5.1,12,0,64,44.1,0,0,0,702
6,2017,6,10,10/06/2017,45.1,44,1013.9,4.4,12.4,19,25.1,48.2,37,0.03,0,1,665
5,2017,6,9,09/06/2017,31.9,30.5,1010.7,4.3,23.4,32.1,40,42.1,26.1,0.53,0,1,770
4,2017,6,8,08/06/2017,52,46.1,1029.5,10,7.2,15.9,25.2,64.9,37,0,0,0,660
3,2017,6,7,07/06/2017,42.9,32.6,1021.9,7.9,19.2,25.1,46,57.9,35.1,0.71,0,0,675
2,2017,6,6,06/06/2017,32.2,25.3,1022.1,8.8,9.5,19,29.9,39.2,28,0.13,0,1,660
1,2017,6,5,05/06/2017,40,32.8,1021.4,9.2,13.4,25.1,31.1,50,14,0,0,0,656
7,2017,6,4,04/06/2017,46.5,43.1,1005.8,8.4,7.5,19,27,51.1,43,0.38,0,0,468
6,2017,6,3,03/06/2017,41.8,31.7,1017.1,10,9.2,15.9,22.9,54,32,0.07,0,0,637
5,2017,6,2,02/06/2017,44.1,41,1014.7,5.9,18,29.9,40,46.9,39,0.24,0,1,737
4,2017,6,1,01/06/2017,44,27.7,1006,10,14.6,21,28,51.1,37.9,0,0,0,654
3,2017,5,31,31/05/2017,55.5,46.8,1025.7,10,7.9,11.1,0,63,48,0.08,0,0,669
2,2017,5,30,30/05/2017,63.1,60.6,999.7,5.2,14.8,31.1,42,72,54,1.46,0,0,647
1,2017,5,29,29/05/2017,49.6,43.8,1014.8,7.6,10.9,15.9,0,62.1,41,0,0,0,371
7,2017,5,28,28/05/2017,48.8,26.8,1020.6,10,16,24.1,29.9,55,42.1,0,0,0,474
6,2017,5,27,27/05/2017,39.9,36.7,1020.1,4.9,10.5,20,28,55,30,0.12,0,0,475
5,2017,5,26,26/05/2017,25,15.9,1023.3,9.9,10.9,21,28.9,33.1,12,0,18.1,0,776
4,2017,5,25,25/05/2017,35.7,23.4,1009.5,10,13.1,20,26,44.1,33.1,0.03,0,0,742
3,2017,5,24,24/05/2017,35.6,26.1,1020.1,9.6,9.5,20,25.1,44.1,24.1,0,13,0,641
2,2017,5,23,23/05/2017,41.6,40.3,1017.6,8.1,6.5,9.9,0,48.9,35.1,0,0,0,659
1,2017,5,22,22/05/2017,67,52,1017.3,10,7.4,14,18.1,75.9,60.1,0,0,0,719
7,2017,5,21,21/05/2017,71.5,65.7,1015.5,9.9,6.1,12,0,82,64.9,0,0,0,618
6,2017,5,20,20/05/2017,64.7,53.7,1018.9,10,4.7,16.9,22,73,51.8,0,0,0,612
5,2017,5,19,19/05/2017,39,33.6,1026.2,10,7.2,11.1,22.6,46,28,0,0,0,974
4,2017,5,18,18/05/2017,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,0,0,911
3,2017,5,17,17/05/2017,46.7,37.8,1015,9.9,7.9,14,19,55,37,0,0,0,753
2,2017,5,16,16/05/2017,38.7,30.1,1022.3,10,6.7,12,0,44.1,28,0,0,0,694
1,2017,5,15,15/05/2017,23.5,10.5,1023.7,10,11.8,25.1,32.1,36,10.9,0,0,0,729
7,2017,5,14,14/05/2017,24,6.4,1023.8,10,9.2,15,18.1,32,19.9,0,7,0,633
6,2017,5,13,13/05/2017,49.6,47,1015.7,8.1,11.7,15,21,59,45,0,0,0,683
5,2017,5,12,12/05/2017,52.7,49.6,1012.4,3.6,15.2,25.1,39,57.2,46.9,0.62,0,1,817
4,2017,5,11,11/05/2017,49.4,46.5,1022.4,8.2,10.6,14,19.1,55.9,39.9,0.01,0,1,686
3,2017,5,10,10/05/2017,48.5,41.4,1004.7,9.1,11.8,27,35.9,62.1,42.1,0.2,0,0,668
2,2017,5,9,09/05/2017,46.9,38.6,1009.9,6.1,16,22.9,31.1,51.1,41,0.11,0,1,651
1,2017,5,8,08/05/2017,36.1,35.3,1001.5,6.6,21.5,29.9,41,37.9,33.8,0.86,7.9,0,638
7,2017,5,7,07/05/2017,30,20.2,1026.9,10,4.8,11.1,0,46.9,19.9,0.12,0,0,514
6,2017,5,6,06/05/2017,27.2,7.9,1009.5,10,12.2,18.1,26,39.9,21,0,0,0,685
5,2017,5,5,05/05/2017,59.8,55.3,1012.6,9.8,4.8,8.9,0,72,51.1,0.22,0,0,776
4,2017,5,4,04/05/2017,66.7,65.5,1019.1,7.1,9.5,13,0,70,64.4,0.07,0,0,701
3,2017,5,3,03/05/2017,36.4,25,1036,10,19.4,22.9,34,45,32,0.01,0,0,714
2,2017,5,2,02/05/2017,28.9,18.8,1015.7,9,9,19,26,37,23,0,7,0,743
1,2017,5,1,01/05/2017,60.3,47.8,1021.1,10,5.3,12,20,75.9,52,0,0,0,639
7,2017,4,30,30/04/2017,65.6,62.5,1013.9,6.4,11.2,15,0,71.1,59,0,0,0,470
