day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions
5,2018,11,30,30/11/2018,47.8,36.9,999.2,6.9,21.6,28,41,52,37.9,0,0,0,743
4,2018,11,29,29/11/2018,27.4,8,1017.9,10,13.4,24.1,31.1,36,21.9,0,0,0,646
3,2018,11,28,28/11/2018,14.3,-1.9,1018.7,10,15.5,22.9,29.9,19.9,10,0,0,0,573
2,2018,11,27,27/11/2018,15.3,-1.4,1027.8,10,17.5,22,33,24.1,12,0,0,0,609
1,2018,11,26,26/11/2018,40.8,30.7,1016.1,10,6.9,9.9,0,50,33.1,0,0,0,743
7,2018,11,25,25/11/2018,35.5,19.5,1012.2,10,15.9,22,33,46.9,32,0.03,0,0,483
6,2018,11,24,24/11/2018,67.3,64,1014.7,8.1,7.9,13,17.4,73.9,57.9,0.6,0,0,536
5,2018,11,23,23/11/2018,74.8,72.4,1016.2,3.4,11.4,24.1,33,82,72,0.55,0,1,476
4,2018,11,22,22/11/2018,65.3,64.3,1016.6,3.7,9.6,13,0,73,60.1,0.05,0,1,412
3,2018,11,21,21/11/2018,46.7,44.5,1012.1,5.7,13.2,20,27,48.9,44.1,0.19,0,0,732
2,2018,11,20,20/11/2018,41.1,37,1003.4,4.4,17.9,27,34,46.9,24.1,0.3,1.2,1,695
1,2018,11,19,19/11/2018,62.9,51.9,1019.8,10,8.2,15,20,73.9,57,0.57,0,0,697
7,2018,11,18,18/11/2018,69.7,69.7,1016.5,1.4,6.7,15.9,0,75.9,66.9,0.41,0,1,470
6,2018,11,17,17/11/2018,48.7,45.1,1019.3,5.8,19.6,28,41,57,32,0.03,0,0,559
5,2018,11,16,16/11/2018,30.5,15.4,1022.6,10,7.9,15.9,21,37.9,21,0,0,0,720
4,2018,11,15,15/11/2018,76.2,72.3,1009.2,6.1,9.1,12,22.6,87.1,64.9,0,0,1,1065
3,2018,11,14,14/11/2018,64.3,58.3,1020.6,10,9.3,14,25.2,71.1,50,0,0,0,688
2,2018,11,13,13/11/2018,62.4,52.3,1011,10,7.4,13,17.4,72,52,0.14,0,0,754
1,2018,11,12,12/11/2018,73.3,69.8,1007.8,9.4,11.5,19,54,78.1,61,0,0,0,497
7,2018,11,11,11/11/2018,66.3,63.4,1007,8.8,9.8,15,29.9,72,60.1,0.24,0,0,500
6,2018,11,10,10/11/2018,36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,0,0,606
5,2018,11,9,09/11/2018,69.4,62.8,1011.9,7.2,11.8,22,33,75.9,61,0.76,0,1,867
4,2018,11,8,08/11/2018,61.3,58.9,993.1,3.5,12.2,27,36.9,70,50,0.01,0,1,631
3,2018,11,7,07/11/2018,42.8,29.9,1031.9,9.6,7.7,22,28.9,46.9,37,0.33,0,0,696
2,2018,11,6,06/11/2018,46.1,33.9,1020.4,10,9.4,14,19,54,42.1,0,0,0,679
1,2018,11,5,05/11/2018,74.6,73.6,1013.9,5.9,8.1,12,19.1,82,70,0,0,1,759
7,2018,11,4,04/11/2018,73,69.2,1018.5,8.1,13.1,15.9,22.9,79,68,0.01,0,0,502
6,2018,11,3,03/11/2018,36.1,23.7,1018.7,9.5,11.5,17.1,22,44.1,24.1,0,0,0,656
5,2018,11,2,02/11/2018,38.5,29.8,1009.5,9.9,14.9,21,27,43,35.1,0,0,0,746
4,2018,11,1,01/11/2018,43.6,27.9,1034.8,10,4.7,16.9,22,51.1,39,0,0,0,696
3,2018,10,31,31/10/2018,58.3,53.4,1028.5,8.1,15.4,19,25.1,63,55.4,0,0,0,646
2,2018,10,30,30/10/2018,43.7,41.9,994.9,3.7,25.6,34,42.9,45,33.1,0.48,0,0,721
1,2018,10,29,29/10/2018,35.5,23.8,1018.4,10,10.1,18.1,13.9,43,25,0,0,0,696
7,2018,10,28,28/10/2018,34,21.9,1035.1,10,8.4,15,19,46,27,0,0,0,556
6,2018,10,27,27/10/2018,48.4,36.3,1017.1,10,9.2,14,0,55,37,0,0,0,757
5,2018,10,26,26/10/2018,57.2,55,1012.4,4.9,11.3,15,22,63,45,0,0,1,747
4,2018,10,25,25/10/2018,48.8,46.9,1011.9,7.8,9.2,22,17.4,55.9,39.9,0.03,0,1,763
3,2018,10,24,24/10/2018,41.8,25.1,1007.5,10,9.7,14,21,53.1,35.1,0,0,0,719
2,2018,10,23,23/10/2018,59.7,55.3,1015.2,8.1,21.4,28,36.9,73.9,57,1.26,0,0,681
1,2018,10,22,22/10/2018,63,60.1,1010.6,6.8,7.7,11.1,22.6,70,59,0.1,0,1,650
7,2018,10,21,21/10/2018,30.2,27.9,993.7,0.6,39.3,48,62.9,33.8,21,0.4,7.9,1,593
6,2018,10,20,20/10/2018,35.6,27.6,1026.3,9.7,8.6,15,24.1,39.9,34,0.01,7.1,0,629
5,2018,10,19,19/10/2018,66.6,64.8,1015.1,6.6,7.7,12,21.7,77,57.9,0,0,1,787
4,2018,10,18,18/10/2018,59.6,54.5,1011,6.2,12.2,15.9,22.9,71.1,55,0,0,0,735
3,2018,10,17,17/10/2018,44.1,30.8,1005.8,10,15.6,21,31.1,51.1,39.9,0.01,0,0,699
2,2018,10,16,16/10/2018,47.8,36.9,1005.4,9.5,13.9,17.1,24.1,57,41,0,0,0,688
1,2018,10,15,15/10/2018,64.9,63.4,1010.9,6.3,9.7,15.9,22.9,75,55.9,0,0,1,692
7,2018,10,14,14/10/2018,62.4,58.8,1013,7.6,3.9,14,21,68,57,0.37,0,1,516
6,2018,10,13,13/10/2018,35.6,32.1,1015.8,7.9,15.2,21,29.9,41,23,0.3,2,0,577
5,2018,10,12,12/10/2018,23.7,10,1030.8,10,10.5,17.1,25.1,30,17.6,0,6,0,830
4,2018,10,11,11/10/2018,37,32,1022.3,6.3,13.4,25.1,36.9,48.9,18,0,9,1,741
3,2018,10,10,10/10/2018,63.8,55.9,1015.5,9.9,6,12,17.4,73,52,0.01,0,0,708
2,2018,10,9,09/10/2018,71.4,56.7,1012.5,10,0.8,9.9,0,78.1,64,0,0,0,628
1,2018,10,8,08/10/2018,73.3,70.4,1012.6,9.9,7.9,11.1,0,78.1,60.1,0,0,0,501
7,2018,10,7,07/10/2018,65.6,58,1013.2,10,7.4,11.1,14,80.1,48.9,0,0,0,529
6,2018,10,6,06/10/2018,66.7,65.3,1017,4.1,10.4,14,20,72,64,0.04,0,0,544
5,2018,10,5,05/10/2018,55.7,53.3,1020.9,7,10.2,15.9,17.4,57.9,52,0,0,0,796
4,2018,10,4,04/10/2018,55.1,45.6,1027.8,10,11.4,15.9,22.9,64,48,0,0,0,717
3,2018,10,3,03/10/2018,53.5,49.8,1016.8,6.9,9.3,15,22,64.9,52,1.28,0,0,778
2,2018,10,2,02/10/2018,66.3,62.4,1011.4,7.9,5.6,11.1,0,73.9,62.1,0.13,0,0,613
1,2018,10,1,01/10/2018,70.5,69.3,1009.3,2.1,7.6,12,15.6,73,64.9,0.43,0,1,583
7,2018,9,30,30/09/2018,69.4,60.8,1020.5,9.9,5.2,12,20,82,59,0,0,0,510
6,2018,9,29,29/09/2018,60.7,49.5,1017.5,10,12.7,18.1,24.1,75.9,50,0.07,0,0,604
5,2018,9,28,28/09/2018,55.5,45.2,1019.6,10,11,21,27,63,48,0.06,0,0,712
4,2018,9,27,27/09/2018,52.2,49.1,1024.8,5.7,10.9,22,28.9,62.1,48,0.17,0,1,672
3,2018,9,26,26/09/2018,54.6,51.3,1007.6,8.1,13.2,20,25.1,60.1,46.9,0.45,0,0,755
2,2018,9,25,25/09/2018,75.3,67.6,1012.7,7.5,6.3,11.1,0,82.9,72,0,0,0,715
1,2018,9,24,24/09/2018,74,67.2,1010.5,8.8,7.1,12,0,84.9,68,0,0,0,594
7,2018,9,23,23/09/2018,67.1,61.8,1015.7,9.3,7.1,9.9,26.1,73.9,57,0,0,0,475
6,2018,9,22,22/09/2018,54.4,49.5,1006.4,8,12.8,25.1,32.1,59,51.1,0.5,0,0,562
5,2018,9,21,21/09/2018,68.1,63.9,1018.2,9.9,9.8,13,15.6,73.9,55.9,0,0,0,715
4,2018,9,20,20/09/2018,62.2,59.7,1013.8,6.4,13.8,36.9,48,69.1,46.9,0,0,0,659
3,2018,9,19,19/09/2018,39.9,24,1010.7,10,17,22.9,33,57,34,0.17,0,0,519
2,2018,9,18,18/09/2018,41.2,27.8,1017.9,9.9,8.4,12,18.1,51.1,36,0.01,0,0,740
1,2018,9,17,17/09/2018,62.2,61.6,1016,7.4,11.8,17.1,19,66,48.9,0,0,1,673
7,2018,9,16,16/09/2018,66.8,61.6,1017,9.9,8.3,13,26.1,73.9,61,0,0,0,597
6,2018,9,15,15/09/2018,66.6,65.6,1015.2,8,8.8,13,17.4,73.9,57.9,0,0,0,596
5,2018,9,14,14/09/2018,68.1,58.5,1018.3,9.8,4.1,12,22.6,77,57.9,0.43,0,0,684
4,2018,9,13,13/09/2018,68.7,55,1014.2,10,1.3,12,0,75,62.1,0.23,0,0,718
3,2018,9,12,12/09/2018,66.7,63,1017.6,9.2,7.2,11.1,0,73,61,0,0,1,783
2,2018,9,11,11/09/2018,63.6,60.3,1015.6,9.9,7.8,13,32.1,72,54,0.01,0,1,544
1,2018,9,10,10/09/2018,69.1,67,1004.5,6.1,8.9,15,19,75,66.9,0.01,0,1,650
7,2018,9,9,09/09/2018,66.3,60.6,1012.6,8.1,5.6,15,20,75.9,60.1,0.01,0,0,556
6,2018,9,8,08/09/2018,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,0,0,568
5,2018,9,7,07/09/2018,61.9,59,1013.1,8,9.8,14,18.2,66,57.9,0,0,0,671
4,2018,9,6,06/09/2018,63,58,1011.8,7.5,10.9,18.1,25.1,75,57.9,0,0,0,822
3,2018,9,5,05/09/2018,67.9,58.5,1021.9,9.9,6.5,11.1,20.9,81,57.9,0,0,0,768
2,2018,9,4,04/09/2018,65.8,63.5,1017.4,7.9,7.6,14,19.1,80.1,57.9,0,0,1,786
1,2018,9,3,03/09/2018,68.3,62.8,1010.9,9.6,8.5,15.9,22,75.9,57.9,0.42,0,0,533
7,2018,9,2,02/09/2018,68.9,65.5,1013.4,9.8,7.2,9.9,13.9,77,63,0,0,0,528
6,2018,9,1,01/09/2018,70.7,53.2,1018.9,10,9.4,14,18.2,81,64,0.01,0,0,529
5,2018,8,31,31/08/2018,67.5,66,1020.6,9.1,5.8,8.9,19.1,75,61,0,0,1,623
4,2018,8,30,30/08/2018,47.8,40.9,1006.4,7.2,17,21,27,54,39.9,0,0,0,736
3,2018,8,29,29/08/2018,47.8,40.7,1010.9,5.1,12.4,19,24.1,57.9,39.9,0.26,0,1,685
2,2018,8,28,28/08/2018,52.2,42.8,1025.5,10,7.9,14,18.1,60.1,43,0.01,0,0,715
1,2018,8,27,27/08/2018,54.4,44.6,1015.9,9.6,10.8,15,0,62.1,46.9,0,0,0,651
7,2018,8,26,26/08/2018,63.8,60.7,1015.8,8.7,5.6,8.9,0,66.9,61,0.03,0,0,528
6,2018,8,25,25/08/2018,69.9,65.8,1014.3,7.9,15.2,22,31.1,75.9,62.1,1.25,0,0,552
5,2018,8,24,24/08/2018,63.1,57,1021.1,10,7.5,12,18.2,70,54,0,0,0,681
4,2018,8,23,23/08/2018,38,31.4,1030.6,10,5.4,11.1,0,44.1,32,0,0,0,610
3,2018,8,22,22/08/2018,35,29.4,1015.6,8.9,12.3,21,31.1,44.6,25,0.11,10,0,599
2,2018,8,21,21/08/2018,58.4,56.9,1012.4,3.4,10.3,19,26,73.9,54,0,0,1,580
1,2018,8,20,20/08/2018,56.6,49.6,1023.2,9.9,6.4,11.1,0,63,46.9,0,0,0,562
7,2018,8,19,19/08/2018,44.4,33.4,1026.6,10,11.3,19,26,50,23,0,0,0,490
6,2018,8,18,18/08/2018,38.7,30.1,1015,10,11.1,22.9,35.9,57,34,0.28,0,0,579
5,2018,8,17,17/08/2018,56,53.3,1020.6,4.1,22.5,27,38.1,57.2,55,1.07,0,0,703
4,2018,8,16,16/08/2018,47,34.5,1021.6,10,7.2,15.9,22,66.9,36,0.11,0,0,647
3,2018,8,15,15/08/2018,39.1,23.6,1016.9,10,15.5,22,28,46,32,0,0,0,645
2,2018,8,14,14/08/2018,43.1,39.6,1023.5,9,12.3,20,28.9,48.9,28,0,0,0,701
1,2018,8,13,13/08/2018,53.2,35.5,1021.8,10,11,22,28.9,64.9,46.9,0,0,0,617
7,2018,8,12,12/08/2018,55.2,51.2,1011.4,7.6,8.3,12,15.6,64.9,51.1,0,0,1,499
6,2018,8,11,11/08/2018,47.8,33.6,1020.6,10,7.9,13,25.2,55.9,36,0,0,0,568
5,2018,8,10,10/08/2018,37.9,27.4,1028,10,10,15.9,22,48.9,28,0,0,0,707
4,2018,8,9,09/08/2018,35,24.4,1016.1,10,4.3,8.9,17.4,46,23,0.09,5.9,0,709
3,2018,8,8,08/08/2018,45,40.9,1027.3,6.5,15.1,27,34,50,28.9,0.33,0,0,656
2,2018,8,7,07/08/2018,49.3,42,1022.5,9.8,11,15.9,20,54,45,0,0,0,658
1,2018,8,6,06/08/2018,57.2,53.6,1015.2,5,6.2,14,15.6,62.6,53.6,0.01,0,1,632
7,2018,8,5,05/08/2018,59.7,58.3,1023.8,10,9.3,14,19.1,66.9,48.9,0,0,0,573
6,2018,8,4,04/08/2018,62.2,57,1017.9,9.8,14.7,25.1,29.9,66.9,55.9,0,0,0,605
5,2018,8,3,03/08/2018,65.3,60.4,1017.2,9.3,5,9.9,20.9,73.9,55,0,0,1,749
4,2018,8,2,02/08/2018,60.6,56.6,1018.4,10,13.3,19,26,64.9,55,0,0,0,722
3,2018,8,1,01/08/2018,62.4,60.6,1014.5,7.1,13.2,15.9,20,63,60.8,0.24,0,0,660
2,2018,7,31,31/07/2018,61.5,57.6,1015.1,3,13.3,18.1,24.1,66.9,57,0,0,1,709
1,2018,7,30,30/07/2018,61.5,49.5,1017.3,9.4,6.8,11.1,0,77,54,0,0,1,580
7,2018,7,29,29/07/2018,53,49.7,1015.9,8.7,11.3,15.9,22,63,46,0.48,0,0,463
6,2018,7,28,28/07/2018,52,51.1,997.1,2.1,15.1,22.9,32.1,68,45,0.03,0,1,637
5,2018,7,27,27/07/2018,49.8,44,1021.8,8.8,12.1,15.9,0,55,41,0,0,0,753
4,2018,7,26,26/07/2018,46.1,42.4,1020.5,9.4,7.7,15.9,28.7,54,36,0,0,0,606
3,2018,7,25,25/07/2018,60.7,55.3,1023,10,7.7,14,20,71.1,50,0.02,0,0,657
2,2018,7,24,24/07/2018,69.7,66.4,1020.6,5.1,6.1,8.9,0,75.9,63,0,0,1,654
1,2018,7,23,23/07/2018,68.3,64.7,1011.1,8.3,6.8,12,17.1,73.9,59,0.06,0,1,614
7,2018,7,22,22/07/2018,58.4,55.9,1018.3,7.8,6.7,9.9,0,64.4,55,0,0,0,540
6,2018,7,21,21/07/2018,63,59.4,1012.3,8.3,7,11.1,0,71.1,55.9,0,0,1,622
5,2018,7,20,20/07/2018,64.3,56.7,1021.6,10,3.3,8.9,19.1,77,54,0,0,0,700
4,2018,7,19,19/07/2018,53,46.7,1019.6,9.8,12.5,18.1,25.1,66,48,0.05,0,0,739
3,2018,7,18,18/07/2018,37.8,27.3,1011,10,11.6,15,22.9,45,34,0,5.9,0,688
2,2018,7,17,17/07/2018,42.9,38.5,1014.7,8.7,8,17.1,22,48,39,0.01,0,0,680
1,2018,7,16,16/07/2018,49.4,40.5,1011.2,10,10.9,19,27,61,44.1,0,0,0,719
7,2018,7,15,15/07/2018,52,49.4,1017.2,2.9,19,26,36.9,55.9,44.6,0,0,1,564
6,2018,7,14,14/07/2018,63.8,59.3,1020.9,10,8.2,12,0,70,54,0,0,0,577
5,2018,7,13,13/07/2018,68.1,64.3,1019.7,7.4,8.2,11.1,19.1,78.1,62.1,0,0,0,726
4,2018,7,12,12/07/2018,60.6,51.4,1019.3,9.8,9.1,18.1,22,72,51.1,0,0,0,642
3,2018,7,11,11/07/2018,42.6,26.1,1027.9,10,10.6,15,19,50,30.9,0,0,0,627
2,2018,7,10,10/07/2018,46.9,42.2,993.6,7.2,19.3,28.9,39,51.1,42.1,0.57,0,0,727
1,2018,7,9,09/07/2018,66.9,53.5,1017.2,10,8.9,13,15.9,75.9,59,0,0,0,672
7,2018,7,8,08/07/2018,71.3,67.5,1009.4,9.8,10.7,15,19.1,75.9,55,0,0,0,545
6,2018,7,7,07/07/2018,67.3,60.6,1015.5,9.3,5.5,11.1,17.4,75,59,0,0,0,526
5,2018,7,6,06/07/2018,55.5,46.3,1023,10,6,9.9,0,66.9,46,0,0,0,654
4,2018,7,5,05/07/2018,69.3,65.6,1020.7,7.8,5.9,8.9,15.6,75.9,48.9,0,0,1,720
3,2018,7,4,04/07/2018,69.7,66,1011.1,9.5,8.3,15,20,75.9,63,0.03,0,0,406
2,2018,7,3,03/07/2018,64,59.8,1017.8,7,23.8,34,49,73,59,0,0,0,678
1,2018,7,2,02/07/2018,57.7,47.7,1026.5,10,6.4,9.9,15,66.9,48,0,0,0,719
7,2018,7,1,01/07/2018,51.3,48.8,1009.2,8.5,6.4,13,0,57.2,48.2,0.42,0,1,563
6,2018,6,30,30/06/2018,49.8,38.5,1024.2,9.5,8.2,15.9,20,57,42.1,0,0,0,651
5,2018,6,29,29/06/2018,41.4,38.9,1002.1,7.2,7.8,14,15.6,46.9,39,0.32,0,1,845
4,2018,6,28,28/06/2018,48.2,46.3,1012,9.2,7,19,25.1,52,43,0,0,0,737
3,2018,6,27,27/06/2018,63,51.5,1012.4,10,7.4,12,17.4,73,55.9,0,0,0,540
2,2018,6,26,26/06/2018,66.7,56.6,1017.7,10,6,8.9,19.1,82,54,0,0,0,762
1,2018,6,25,25/06/2018,45.7,41.4,1016.3,7.6,8.6,14,21,64.9,41,0.09,0,0,733
7,2018,6,24,24/06/2018,38.1,26,1027.1,10,5.6,15.9,22,50,23,0,0,0,553
6,2018,6,23,23/06/2018,48.8,46.6,1012.2,6.3,11.4,19,28,57.9,44.1,0.28,0,1,513
5,2018,6,22,22/06/2018,51.6,49.4,1015.2,3.1,13,21,28,54,35.1,0.75,0,1,728
4,2018,6,21,21/06/2018,36.1,28.8,993.5,9.2,14.4,20,31.1,44.1,21.9,0.63,0,1,815
3,2018,6,20,20/06/2018,39.9,26.4,1011.2,10,7.9,11.1,18.2,50,34,0,0,0,698
2,2018,6,19,19/06/2018,33.8,28,1016.9,9.2,8,17.1,27,39,14,0,16.1,0,812
1,2018,6,18,18/06/2018,54,40.6,1013.2,10,13.8,22.9,29.9,61,45,0.01,0,0,808
7,2018,6,17,17/06/2018,55.3,53.8,1018.9,9.3,8.5,14,17.1,60.1,50,0.02,0,0,627
6,2018,6,16,16/06/2018,47,40.4,1023.8,9.3,8.8,14,20,64,39,0,0,1,677
5,2018,6,15,15/06/2018,39.7,33,1015.1,9.3,14.7,24.1,35.9,46.9,37,1.45,0,0,728
4,2018,6,14,14/06/2018,31.5,17.2,1019.6,10,6.8,22.9,35.9,37.4,26.1,0,0,0,833
3,2018,6,13,13/06/2018,50.6,39.9,1026.5,10,6.7,14,0,61,37.9,0,0,0,706
2,2018,6,12,12/06/2018,66.1,62,1012.9,9.9,9.1,15,22,71.6,62.6,0,0,0,720
1,2018,6,11,11/06/2018,56,48.7,1022.6,9.9,11.3,21,27,68,51.1,0,0,0,686
7,2018,6,10,10/06/2018,54.4,41.1,1018.5,10,7.1,15,19,64,39.9,0,0,0,533
6,2018,6,9,09/06/2018,57.5,46.9,1010.8,10,10.7,18.1,22,69.1,46.9,0.06,0,0,706
5,2018,6,8,08/06/2018,62.8,60.6,1014.4,4.9,10.1,19,24.1,70,60.1,0.03,0,1,757
4,2018,6,7,07/06/2018,60.9,51,1019,9.5,8.7,12,15.6,69.1,52,0.03,0,0,693
3,2018,6,6,06/06/2018,36.1,30.3,1019,9.6,17.1,25.1,34,46.9,33.1,0.54,7.9,0,651
2,2018,6,5,05/06/2018,29.9,13.3,1031.6,10,7.5,12,15.9,36,24.1,0,0,0,688
1,2018,6,4,04/06/2018,39.1,27.5,1018.9,10,13.8,20,27,48,27,0,1,0,698
7,2018,6,3,03/06/2018,51.6,48.9,1017.6,6.6,19.6,39,53,57,36,0.03,0,0,525
6,2018,6,2,02/06/2018,33.2,8.8,1018.3,10,11.8,15.9,25.1,51.1,28,0,0,0,622
5,2018,6,1,01/06/2018,42.3,27.3,1016.3,10,5.5,19,23.9,48.2,37.9,0,0,0,751
4,2018,5,31,31/05/2018,58.8,50.6,1022.2,10,6.6,12,0,69.1,45,0,0,0,698
3,2018,5,30,30/05/2018,63.6,55.6,1026.1,10,8.1,14,22,70,57,0,0,0,708
2,2018,5,29,29/05/2018,49.4,43.7,1013,8.8,12,24.1,28.9,60.1,42.1,0.05,0,0,809
1,2018,5,28,28/05/2018,54.6,52,1011.7,4.4,10.7,15.9,18.1,72,51.1,0,0,1,409
7,2018,5,27,27/05/2018,51.6,38.3,1019.8,10,6.8,11.1,18.2,60.1,46,0,0,0,487
6,2018,5,26,26/05/2018,37.4,35.2,1008.1,3.3,28.4,35,45.1,41,36,1.58,1,0,601
5,2018,5,25,25/05/2018,47.8,45.5,1021.7,5.4,12.6,19,24.1,53.1,42.1,0.42,0,0,799
4,2018,5,24,24/05/2018,54.8,52.1,1018.3,4.4,11.3,17.1,22,57.9,45,0,0,1,770
3,2018,5,23,23/05/2018,42.9,38,1015.3,6.3,16.3,29.9,40,54,32,0.03,0,1,729
2,2018,5,22,22/05/2018,63.1,59,1027.5,10,8.6,11.1,0,70,57,0,0,0,689
1,2018,5,21,21/05/2018,58.1,51.2,1020.2,10,11.5,18.1,24.1,64,46.9,0,0,0,626
7,2018,5,20,20/05/2018,48.4,43.5,1023.6,9.4,13.8,19,26,55,39,0,0,0,578
6,2018,5,19,19/05/2018,71.4,71,1013.2,2,4.9,9.9,22.6,73.9,69.1,0,0,1,583
5,2018,5,18,18/05/2018,68.8,65.6,1015,5.9,11,21,28.9,77,63,0.31,0,1,616
4,2018,5,17,17/05/2018,52.6,48.2,1016.4,6.7,7.9,12,19.1,57,50,0,0,1,732
3,2018,5,16,16/05/2018,57.7,43.7,1026.7,10,5.3,8.9,0,69.1,45,0,0,0,686
2,2018,5,15,15/05/2018,43.1,28,1025.4,9.9,11.5,22,31.1,55,37,0.01,0,0,778
1,2018,5,14,14/05/2018,53.3,51.9,1009.8,5.2,20,32.1,42.9,59,46,0.15,0,0,689
7,2018,5,13,13/05/2018,61.1,47.4,1014.7,10,5,11.1,15,72,48,0,0,0,529
6,2018,5,12,12/05/2018,63.2,61.5,997.5,3.8,10,17.1,22,66.9,57,0.01,0,1,602
5,2018,5,11,11/05/2018,43.2,31,1037.2,9.8,5.5,14,21,48.9,34,0,0,0,805
4,2018,5,10,10/05/2018,47.7,38.4,1001.7,8,19.8,27,35.9,57.9,44.1,0.84,0,1,663
3,2018,5,9,09/05/2018,64.7,61.4,1010.9,9.9,8,13,22.6,72,57,0,0,0,711
2,2018,5,8,08/05/2018,68.3,65.1,1012.8,9.3,8.9,17.1,14.8,73.9,63,0,0,0,736
1,2018,5,7,07/05/2018,50.3,48.3,1016.6,3.2,13.3,18.1,24.1,55.4,44.1,0.35,0,1,695
7,2018,5,6,06/05/2018,57.2,54.2,1016.7,8.4,10.9,17.1,22.9,61,54,0,0,0,495
6,2018,5,5,05/05/2018,44.8,33.5,1018.9,10,10.4,15.9,21,57.9,39,0.2,0,0,602
5,2018,5,4,04/05/2018,44.1,27.7,1006.8,9.5,7.6,20,30.9,53.1,37.9,0.01,0,1,723
4,2018,5,3,03/05/2018,48.2,44.2,1018.5,10,10,15.9,24.1,52,33.1,0,0,0,790
3,2018,5,2,02/05/2018,52.6,49.4,1018.1,4.6,12.5,19,29.9,59,46,0,0,1,792
2,2018,5,1,01/05/2018,50.4,47.9,1000,5.6,16.5,24.1,39,57,45,0.23,0,1,713
1,2018,4,30,30/04/2018,44.3,40.7,1006.4,6.5,13,19,28,51.1,36,0.44,0,1,656
7,2018,4,29,29/04/2018,38.1,33.3,1000.6,7,17.8,40,53,51.1,24.1,0.01,2,1,505
