day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions,mph,knots
6,2020,6,13,13/06/2020,62.5,53.1,1019.9,7.3,8.5,14,999.9,70,53.1,0.04,999.9,1,282,,0
3,2020,6,17,17/06/2020,61.2,53.9,1025.2,10,8.3,12,999.9,71.1,52,0,999.9,0,244,17,14.8
4,2020,6,18,18/06/2020,59.8,59.4,1023.3,3.7,4.8,8.9,999.9,71.1,53.1,0,999.9,1,226,0,0
5,2020,6,19,19/06/2020,63.9,61.5,1020.5,3.5,7.7,12,999.9,73,54,0,999.9,1,306,24,20.9
6,2020,6,20,20/06/2020,64.8,61.5,1018.1,6.6,9.1,15,999.9,73.9,60.1,0,999.9,1,246,18,15.6
7,2020,6,21,21/06/2020,65.2,62.5,1016.7,5.8,6.3,8.9,999.9,75.9,60.1,0,999.9,1,245,18,15.6
1,2020,6,22,22/06/2020,68.6,63.4,1014.7,9.7,3.9,8,999.9,75.9,62.1,0,999.9,0,295,23,20
2,2020,6,23,23/06/2020,63.5,61.3,1011.9,2.3,5,11.1,999.9,75.9,59,0,999.9,1,291,28,24.3
3,2020,6,24,24/06/2020,66.4,64.3,1007.8,1.5,9.8,13,999.9,71.1,59,0,999.9,1,300,25,21.7
4,2020,6,25,25/06/2020,67.8,62.5,1013.3,9.1,7.5,13,999.9,77,61,0,999.9,0,250,24,20.9
5,2020,6,26,26/06/2020,66.7,61.7,1014.8,9.6,7.8,12,999.9,77,61,0,999.9,0,337,22,19.1
6,2020,6,27,27/06/2020,66.6,63.7,1011.2,6.8,7.2,13,999.9,73,62.1,0,999.9,0,273,25,21.7
1,2020,6,29,29/06/2020,67.1,64.7,1008,5.5,5.5,14,999.9,73.9,64.9,0.39,999.9,1,301,31,26.9
2,2020,6,30,30/06/2020,66.3,62.4,1011.4,7.9,5.6,11.1,999.9,73.9,62.1,0.13,999.9,0,278,,0
3,2020,7,1,01/07/2020,64.4,61.5,1011.7,6,4.7,9.9,999.9,73,60.1,0,999.9,1,259,,0
4,2020,7,2,02/07/2020,68.2,64.4,1009.2,7.8,7.7,13,999.9,75,60.1,0,999.9,1,340,,0
6,2020,7,4,04/07/2020,66.1,63.5,1012.1,5.1,8.9,13,999.9,77,60.1,0,999.9,1,278,,0
7,2020,7,5,05/07/2020,63.1,61,1015,4.4,5,11.1,999.9,73,60.1,0,999.9,1,290,,0
2,2020,7,7,07/07/2020,60.1,56.3,1021.9,8.9,7.9,12,999.9,75,55.9,0,999.9,0,243,,0
3,2020,7,8,08/07/2020,68.1,63.9,1018.2,9.9,9.8,13,999.9,73.9,55.9,0,999.9,0,267,18,15.6
4,2020,7,9,09/07/2020,70.9,67.4,1016.6,8.2,7.7,11.1,999.9,78.1,64.9,0,999.9,0,313,16,13.9
1,2020,7,13,13/07/2020,70.3,67.5,1008.7,4.9,8,11.1,999.9,77,68,0,999.9,1,290,18,15.6
2,2020,7,14,14/07/2020,72,68,1011.3,6.2,7.9,15,999.9,79,66.9,0,999.9,1,320,,0
5,2020,7,17,17/07/2020,62.6,59,1023,9.9,7.5,12,999.9,71.1,55,0,999.9,0,308,17,14.8
6,2020,7,18,18/07/2020,70.2,67.9,1017.6,3.2,6.2,9.9,999.9,75.9,55,0,999.9,1,316,,0
7,2020,7,19,19/07/2020,69.1,67.5,1015.1,0.8,8.4,12,999.9,72,66.2,0,999.9,1,313,25,21.7
1,2020,7,20,20/07/2020,71,69.4,1011.6,2.1,9.5,13,999.9,75.9,66.9,99.99,999.9,1,281,22,19.1
3,2020,7,22,22/07/2020,72.7,68.1,1017.6,7.8,4.6,11.1,999.9,88,64.9,0,999.9,1,290,,0
4,2020,7,23,23/07/2020,74.1,70.9,1016.5,5.7,9.4,14,999.9,82,64.9,0,999.9,1,332,20,17.4
6,2020,7,25,25/07/2020,69.6,66.7,1018,5.5,3.9,11.1,999.9,80.1,60.1,0,999.9,1,291,21,18.2
2,2020,7,28,28/07/2020,76.5,72.1,1008,6.6,10.9,14,999.9,84.9,72,0,999.9,0,298,22,19.1
3,2020,7,29,29/07/2020,75.3,67.6,1012.7,7.5,6.3,11.1,999.9,82.9,72,99.99,999.9,0,318,,0
4,2020,7,30,30/07/2020,74.4,72,1011.7,3.7,7.1,13,999.9,82.9,70,0,999.9,1,300,22,19.1
5,2020,7,31,31/07/2020,73.7,70.8,1009.8,6.3,5.1,12,999.9,80.1,71.1,99.99,999.9,1,343,36,31.3
6,2020,8,1,01/08/2020,72.6,66.2,1012.6,8.5,5.1,11.1,999.9,82.9,62.1,0,999.9,1,375,22,19.1
7,2020,8,2,02/08/2020,71.9,66.9,1016.4,8.9,8.4,15,999.9,82.9,62.1,0,999.9,1,286,32,27.8
4,2020,8,6,06/08/2020,74.1,61.4,1019.4,6.4,6.7,11.1,999.9,84.9,66,0,999.9,1,356,,0
6,2020,8,8,08/08/2020,69.7,66.4,1020.6,5.1,6.1,8.9,999.9,75.9,63,0,999.9,1,260,0,0
7,2020,8,9,09/08/2020,71.5,66.9,1019.9,9.3,7,12,999.9,78.1,64.9,0,999.9,0,283,22,19.1
1,2020,8,10,10/08/2020,74.3,70.7,1017.3,9.8,9.6,15,999.9,80.1,64.9,0,999.9,0,320,20,17.4
2,2020,8,11,11/08/2020,75.4,71.9,1016.1,7.8,9.1,12,999.9,81,70,0,999.9,0,317,25,21.7
3,2020,8,12,12/08/2020,75.3,72.7,1016.6,5.9,9.1,13,999.9,81,71.1,0,999.9,1,293,31,26.9
4,2020,8,13,13/08/2020,77,72,1018.3,4.1,6.8,13,999.9,86,71.1,0,999.9,1,275,,0
5,2020,8,14,14/08/2020,74.6,64.8,1016.8,9.7,6.1,15,999.9,86,69.1,0,999.9,0,344,,0
4,2020,8,20,20/08/2020,68.4,59.9,1016.1,10,6.2,9.9,999.9,81,61,0,999.9,0,306,,0
5,2020,8,21,21/08/2020,69.1,63.5,1015.1,10,8.7,15,999.9,77,61,0,999.9,0,348,21,18.2
6,2020,8,22,22/08/2020,72.3,67.6,1013.3,9.7,8.3,12,999.9,81,61,0,999.9,0,328,20,17.4
7,2020,8,23,23/08/2020,72.3,68.9,1017,8.1,7,11.1,999.9,81,66,0,999.9,1,316,,0
1,2020,8,24,24/08/2020,71.7,70,1016.1,2.3,5.9,8.9,999.9,80.1,66,0,999.9,1,320,20,17.4
4,2020,8,27,27/08/2020,66.9,53.6,1008.8,9.9,6.4,11.1,999.9,73,63,0,999.9,0,343,41,35.6
5,2020,8,28,28/08/2020,70.6,65.3,1008.2,9.9,6.9,12,999.9,78.1,63,0.05,999.9,0,306,22,19.1
4,2020,9,3,03/09/2020,70.5,69.3,1009.3,2.1,7.6,12,999.9,73,64.9,0.43,999.9,1,363,18,15.6
5,2020,9,4,04/09/2020,72.8,68.3,1009.8,8.3,7.4,12,999.9,81,66.9,0.31,999.9,1,383,23,20
6,2020,9,5,05/09/2020,70.7,53.2,1018.9,10,9.4,14,999.9,81,64,0.01,999.9,0,362,21,18.2
7,2020,9,6,06/09/2020,67.3,60.5,1022.3,10,6.9,12,999.9,75.9,59,0,999.9,0,293,20,17.4
1,2020,9,7,07/09/2020,67.1,58.6,1021.3,10,8.2,14,999.9,75,59,0,999.9,0,295,24,20.9
2,2020,9,8,08/09/2020,65.9,63.7,1020.7,5.2,4.2,8,999.9,77,57.2,0,999.9,1,337,,0
3,2020,9,9,09/09/2020,69.3,67.3,1025,4.3,4.2,8,999.9,77,57.9,0,999.9,1,292,,0
4,2020,9,10,10/09/2020,70.8,69.5,1025.1,0.8,4.4,7,999.9,77,66.9,0,999.9,1,347,,0
7,2020,9,13,13/09/2020,64.2,57.9,1022.2,10,8.6,15,999.9,72,59,0,999.9,0,245,23,20
3,2020,9,16,16/09/2020,58.8,51.3,1024.7,10,6.5,13,999.9,69.1,46,0,999.9,0,307,18,15.6
4,2020,9,17,17/09/2020,68.5,63.7,1018.3,10,7.5,9.9,999.9,73,64.9,0,999.9,0,322,,0
4,2020,9,24,24/09/2020,66.2,56.9,1013.2,10,8.2,12,999.9,75.9,55,0,999.9,0,297,,0
5,2020,9,25,25/09/2020,64.6,61,1018.5,7,7.2,9.9,999.9,75.9,55,0,999.9,1,348,,0
6,2020,9,26,26/09/2020,63.6,60.9,1020.5,4.5,4.9,8.9,999.9,73,59,0,999.9,1,330,,0
7,2020,9,27,27/09/2020,66.7,63,1017.6,9.2,7.2,11.1,999.9,73,61,0,999.9,1,315,,0
1,2020,9,28,28/09/2020,68.1,66.3,1016,6.3,9.5,13,999.9,73,62.1,0.18,999.9,0,300,,0
2,2020,9,29,29/09/2020,67.5,65.8,9999.9,6.1,5.5,8,999.9,68,66,0,999.9,1,317,22,19.1
4,2020,10,1,01/10/2020,66.4,62.2,1013.7,9.7,9.8,17.1,999.9,70,61,0.02,999.9,0,332,22,19.1
6,2020,10,3,03/10/2020,61.4,47.8,1021.2,10,4.9,8,999.9,68,50,0,999.9,0,323,,0
7,2020,10,4,04/10/2020,61,51.5,1024.2,10,7,11.1,999.9,66,52,0,999.9,0,269,,0
2,2020,10,6,06/10/2020,59.2,53.1,1020.5,9.9,6.8,12,999.9,64,48,0.05,999.9,0,325,20,17.4
4,2020,10,15,15/10/2020,63.5,58.3,1019,10,10.4,14,999.9,66,57,0,999.9,1,311,32,27.8
5,2020,10,16,16/10/2020,65.4,60.7,1018.5,10,12.6,14,999.9,70,59,0,999.9,0,304,,0
1,2020,10,19,19/10/2020,55.6,48.9,1028.1,10,5,8,999.9,63,48,0,999.9,0,276,,0
2,2020,10,20,20/10/2020,59.7,57.6,1025.5,8,7.2,9.9,999.9,64,54,0,999.9,1,336,,0
3,2020,10,21,21/10/2020,64.9,63.1,1025,4.7,5.2,8,999.9,68,63,0.03,999.9,1,338,,0
4,2020,10,22,22/10/2020,65,60.6,1024,5.3,5,11.1,999.9,72,57,0,999.9,1,264,,0
6,2020,10,24,24/10/2020,60.9,54.9,1012.7,10,6,12,999.9,64,57,0,999.9,0,301,24,20.9
3,2020,11,4,04/11/2020,46.4,32.9,1031.6,10,7.9,13,999.9,55,37,0,999.9,0,302,,0
4,2020,11,5,05/11/2020,59,54.7,1031.2,9.8,10.3,13,999.9,64.9,54,0,999.9,0,357,,0
5,2020,11,6,06/11/2020,59.5,57.3,1025.9,7.6,9.7,15,999.9,64.9,55.9,0.02,999.9,1,365,,0
7,2020,11,8,08/11/2020,58.8,51,1025.7,8.5,4.7,9.9,999.9,71.1,48.9,0,999.9,0,326,0,0
1,2020,11,9,09/11/2020,54.8,51,1026.6,6.6,5.2,8.9,999.9,71.1,46,0,999.9,1,318,,0
2,2020,11,10,10/11/2020,57.2,54.5,1022.8,5.7,8.2,13,999.9,68,46.9,0,999.9,1,343,22,19.1
3,2020,11,11,11/11/2020,61.4,58.9,1020.2,9,10.4,12,999.9,66,51.1,0,999.9,0,300,17,14.8
6,2020,11,21,21/11/2020,57.7,48.4,1024.7,9.3,10.3,18.1,999.9,64.9,51.1,0,999.9,0,314,,0
3,2020,11,25,25/11/2020,45.1,35.1,1029.5,10,9.7,18.1,999.9,55.9,30,0,999.9,0,276,23,20
4,2020,11,26,26/11/2020,55.7,53.3,1020.9,7,10.2,15.9,999.9,57.9,52,0,999.9,0,203,20,17.4
5,2020,11,27,27/11/2020,54,50.8,1016,5.4,4.4,12,999.9,62.1,43,0.48,999.9,1,279,,0
6,2020,11,28,28/11/2020,50.6,44.4,1013.2,8.7,4.3,8.9,999.9,62.1,43,0,999.9,1,239,23,20
7,2020,11,29,29/11/2020,47.4,35.5,1018.8,10,8.5,14,999.9,55,37.9,0,999.9,0,248,,0
5,2020,12,11,11/12/2020,41.5,35.7,1022.4,10,5.8,12,999.9,54,27,0,999.9,0,348,,0
6,2020,12,12,12/12/2020,52.1,50,1021.2,8.6,7,14,999.9,57.9,48,0,999.9,1,285,,0
1,2020,12,14,14/12/2020,44,39.4,1013.2,8.9,6.3,12,999.9,57,39.9,0,999.9,0,250,32,27.8
7,2020,12,20,20/12/2020,38.5,33.2,1023.1,10,3.8,9.9,999.9,48.9,25,0,999.9,0,194,,0
1,2020,12,21,21/12/2020,42.3,39.9,1010.9,8.2,7.9,13,999.9,48.9,26.1,0.28,999.9,0,268,,0
1,2020,12,28,28/12/2020,43,36.2,1024.8,10,9.5,14,999.9,52,26.1,0,999.9,0,217,21,18.2
